Nr. SISF,Taxon ID,Rangstufe,Taxonname,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF,Ist Teil von: Taxon ID
232600,1026280,sp,Lens culinaris Medik.,Fabaceae,N,,,,
232700,1026290,sp,Leontodon autumnalis L.,Asteraceae,I,,,,
232800,1026300,sp,Leontodon crispus Vill.,Asteraceae,I,,,,
232900,1026310,sp,Leontodon helveticus Mérat,Asteraceae,I,,,,
233000,1026330,sp,Leontodon hispidus L.,Asteraceae,I,,,,
233100,1026340,subsp,Leontodon hispidus L. subsp. hispidus,Asteraceae,I,,Leontodon hispidus L.,233000,1026330
233200,1026350,subsp,Leontodon hispidus subsp. danubialis (Jacq.) Simonk.,Asteraceae,I,,Leontodon hispidus L.,233000,1026330
233400,1026360,subsp,Leontodon hispidus subsp. hyoseroides (Rchb.) Murr,Asteraceae,I,,Leontodon hispidus L.,233000,1026330
233500,1026370,subsp,Leontodon hispidus subsp. opimus (W. D. J. Koch) Finch & P. D. Sell,Asteraceae,I,,Leontodon hispidus L.,233000,1026330
233600,1026380,subsp,Leontodon hispidus subsp. pseudocrispus (Bisch.) Murr,Asteraceae,I,,Leontodon hispidus L.,233000,1026330
233750,1026400,sp,Leontodon incanus (L.) Schrank,Asteraceae,I,,,,
233800,1026410,subsp,Leontodon incanus (L.) Schrank subsp. incanus,Asteraceae,I,,Leontodon incanus (L.) Schrank,233750,1026400
233900,1026420,subsp,Leontodon incanus subsp. tenuiflorus (Gaudin) Schinz & R. Keller,Asteraceae,I,,Leontodon incanus (L.) Schrank,233750,1026400
234000,1026430,sp,Leontodon montanus Lam.,Asteraceae,I,,,,
234050,1026435,subsp (single),Leontodon montanus Lam. subsp. montanus,Asteraceae,I,,Leontodon montanus Lam.,234000,1026430
234200,1026450,sp,Leontodon saxatilis Lam.,Asteraceae,I,,,,
234500,1026460,sp,Leontodon tuberosus L.,Asteraceae,,x,,,
234600,1026470,sp,Leontopodium alpinum Cass.,Asteraceae,I,,,,
234700,1026480,sp,Leonurus cardiaca L.,Lamiaceae,A,,,,
234800,1026490,sp,Leonurus marrubiastrum L.,Lamiaceae,N,,,,
234900,1026500,sp,Lepidium campestre (L.) R. Br.,Brassicaceae,I,,,,
235050,1026505,aggr,Lepidium densiflorum aggr.,Brassicaceae,N,,,,
235000,1026510,sp,Lepidium densiflorum Schrad.,Brassicaceae,N,,Lepidium densiflorum aggr.,235050,1026505
235200,1026520,sp,Lepidium graminifolium L.,Brassicaceae,A,,,,
235300,1026530,sp,Lepidium latifolium L.,Brassicaceae,AC,,,,
235400,1026540,sp,Lepidium neglectum Thell.,Brassicaceae,N,,Lepidium densiflorum aggr.,235050,1026505
235500,1026550,sp,Lepidium perfoliatum L.,Brassicaceae,N,,,,
235600,1026560,sp,Lepidium ruderale L.,Brassicaceae,A,,,,
235700,1026570,sp,Lepidium sativum L.,Brassicaceae,N,,,,
235800,1026580,sp,Lepidium virginicum L.,Brassicaceae,N,,,,
235900,1026590,sp,Leucanthemella serotina (L.) Tzvelev,Asteraceae,N,,,,
236000,1026600,sp,Leucanthemopsis alpina (L.) Heywood,Asteraceae,I,,,,
236020,1026610,subsp,Leucanthemopsis alpina (L.) Heywood subsp. alpina,Asteraceae,I,,Leucanthemopsis alpina (L.) Heywood,236000,1026600
236030,1026630,subsp,Leucanthemopsis alpina subsp. minima (Vill.) Holub,Asteraceae,I,,Leucanthemopsis alpina (L.) Heywood,236000,1026600
236950,1026740,hybrid,Leucanthemum ×superbum (J. W. Ingram) D. H. Kent,Asteraceae,NC,,Leucanthemum vulgare aggr.,236905,1026710
236200,1026650,sp,Leucanthemum adustum (W. D. J. Koch) Gremli,Asteraceae,I,,Leucanthemum vulgare aggr.,236905,1026710
236250,1026655,subsp (single),Leucanthemum adustum (W. D. J. Koch) Gremli subsp. adustum,Asteraceae,I,,Leucanthemum adustum (W. D. J. Koch) Gremli,236200,1026650
236300,1026660,sp,Leucanthemum coronopifolium Vill.,Asteraceae,,x,,,
236400,1026670,sp,Leucanthemum gaudinii Dalla Torre,Asteraceae,I,,Leucanthemum vulgare aggr.,236905,1026710
236500,1026680,sp,Leucanthemum halleri (Vitman) Ducommun,Asteraceae,I,,,,
236600,1026690,sp,Leucanthemum heterophyllum (Willd.) DC.,Asteraceae,I,,Leucanthemum vulgare aggr.,236905,1026710
236700,1026700,sp,Leucanthemum praecox (Horvatić) Horvatić,Asteraceae,N,,Leucanthemum vulgare aggr.,236905,1026710
236905,1026710,aggr,Leucanthemum vulgare aggr.,Asteraceae,I/N,,,,
236800,1026730,sp,Leucanthemum vulgare Lam.,Asteraceae,I,,Leucanthemum vulgare aggr.,236905,1026710
237000,1026750,sp,Leucojum aestivum L.,Amaryllidaceae,I,,,,
237100,1026760,sp,Leucojum vernum L.,Amaryllidaceae,I,,,,
237400,1026780,sp,Levisticum officinale W. D. J. Koch,Apiaceae,NC,,,,
237500,1026790,sp,Ligusticum ferulaceum All.,Apiaceae,,x,,,
237600,1026800,sp,Ligusticum lucidum Mill.,Apiaceae,I,,,,
237800,1026810,sp,Ligusticum mutellina (L.) Crantz,Apiaceae,I,,,,
237900,1026820,sp,Ligusticum mutellinoides Vill.,Apiaceae,I,,,,
238050,1026830,sp,Ligustrum lucidum W. T. Aiton,Oleaceae,N,,,,
238080,1026840,sp,Ligustrum ovalifolium Hausskn.,Oleaceae,N,,,,
238100,1026850,sp,Ligustrum vulgare L.,Oleaceae,I,,,,
238195,1026860,sp,Lilium bulbiferum L.,Liliaceae,I,,,,
238200,1026870,subsp,Lilium bulbiferum L. subsp. bulbiferum,Liliaceae,I,,Lilium bulbiferum L.,238195,1026860
238300,1026880,subsp,Lilium bulbiferum subsp. croceum (Chaix) Baker,Liliaceae,I,,Lilium bulbiferum L.,238195,1026860
238500,1026890,sp,Lilium martagon L.,Liliaceae,I,,,,
238600,1026900,sp,Limodorum abortivum (L.) Sw.,Orchidaceae,I,,,,
238700,1026910,sp,Limosella aquatica L.,Scrophulariaceae,I,,,,
238800,1026920,sp,Linaria alpina (L.) Mill.,Plantaginaceae,I,,,,
238900,1026930,subsp,Linaria alpina (L.) Mill. subsp. alpina,Plantaginaceae,I,,Linaria alpina (L.) Mill.,238800,1026920
239000,1026940,subsp,Linaria alpina subsp. petraea (Jord.) Rouy,Plantaginaceae,I,,Linaria alpina (L.) Mill.,238800,1026920
239100,1026950,sp,Linaria angustissima (Loisel.) Re,Plantaginaceae,I,,,,
239200,1026960,sp,Linaria arvensis (L.) Desf.,Plantaginaceae,A,,,,
239500,1026970,sp,Linaria genistifolia (L.) Mill.,Plantaginaceae,N,,,,
239550,1026980,subsp,Linaria genistifolia (L.) Mill. subsp. genistifolia,Plantaginaceae,N,,Linaria genistifolia (L.) Mill.,239500,1026970
239560,1026990,subsp,Linaria genistifolia subsp. dalmatica (L.) Maire & Petitm.,Plantaginaceae,N,,Linaria genistifolia (L.) Mill.,239500,1026970
239580,1027000,sp,Linaria maroccana Hook. f.,Plantaginaceae,NC,,,,
239750,1027010,sp,Linaria purpurea (L.) Mill.,Plantaginaceae,N,,,,
239800,1027020,sp,Linaria repens (L.) Mill.,Plantaginaceae,ni,,,,
239900,1027030,sp,Linaria simplex (Willd.) DC.,Plantaginaceae,ni,,,,
240100,1027040,sp,Linaria supina (L.) Chaz.,Plantaginaceae,N,,,,
240200,1027050,sp,Linaria tonzigii Lona,Plantaginaceae,,x,,,
240300,1027060,sp,Linaria vulgaris Mill.,Plantaginaceae,I,,,,
240350,1027070,sp,Lindernia dubia (L.) Pennell,Linderniaceae,N,,,,
240400,1027080,sp,Lindernia procumbens (Krock.) Borbás,Linderniaceae,I,,,,
240600,1027090,sp,Linnaea borealis L.,Caprifoliaceae,I,,,,
240700,1027100,sp,Linum alpinum Jacq.,Linaceae,I,,,,
240900,1027110,sp,Linum austriacum L.,Linaceae,A,,,,
240950,1027115,subsp (single),Linum austriacum L. subsp. austriacum,Linaceae,A,,Linum austriacum L.,240900,1027110
241000,1027120,sp,Linum bienne Mill.,Linaceae,N,,,,
241100,1027130,sp,Linum catharticum L.,Linaceae,I,,,,
241300,1027140,sp,Linum narbonense L.,Linaceae,N,,,,
241500,1027150,sp,Linum tenuifolium L.,Linaceae,I,,,,
241600,1027160,sp,Linum trigynum L.,Linaceae,,x,,,
241700,1027170,sp,Linum usitatissimum L.,Linaceae,AC,,,,
241800,1027180,sp,Liparis loeselii (L.) Rich.,Orchidaceae,I,,,,
241830,1027190,sp,Liquidambar styraciflua L.,Altingiaceae,NC,,,,
241900,1027210,sp,Listera cordata (L.) R. Br.,Orchidaceae,I,,,,
242000,1027220,sp,Listera ovata (L.) R. Br.,Orchidaceae,I,,,,
242200,1027230,sp,Lithospermum officinale L.,Boraginaceae,I,,,,
242400,1027240,sp,Littorella uniflora (L.) Asch.,Plantaginaceae,I,,,,
242500,1027250,sp,Lloydia serotina (L.) Rchb.,Liliaceae,I,,,,
242550,1027260,sp,Lobelia erinus L.,Campanulaceae,N,,,,
242560,1027280,sp,Lobularia maritima (L.) Desv.,Brassicaceae,N,,,,
242600,1027290,sp,Loiseleuria procumbens (L.) Desv.,Ericaceae,I,,,,
242650,1027301,hybrid,Lolium ×hybridum Hausskn.,Poaceae,I,,,,
242700,1027300,sp,Lolium multiflorum Lam.,Poaceae,N,,,,
242800,1027310,sp,Lolium perenne L.,Poaceae,I,,,,
242900,1027320,sp,Lolium remotum Schrank,Poaceae,A,,,,
243000,1027330,sp,Lolium rigidum Gaudin,Poaceae,A,,,,
243100,1027340,sp,Lolium temulentum L.,Poaceae,A,,,,
243200,1027350,sp,Lomatogonium carinthiacum (Wulfen) Rchb.,Gentianaceae,I,,,,
243300,1027360,sp,Lomelosia graminifolia (L.) Greuter & Burdet,Caprifoliaceae,I,,,,
243400,1027370,sp,Lonicera alpigena L.,Caprifoliaceae,I,,,,
243500,1027380,sp,Lonicera caerulea L.,Caprifoliaceae,I,,,,
243600,1027390,sp,Lonicera caprifolium L.,Caprifoliaceae,N,,,,
243700,1027400,sp,Lonicera etrusca Santi,Caprifoliaceae,I,,,,
243750,1027410,sp,Lonicera henryi Hemsl.,Caprifoliaceae,N,,,,
243800,1027420,sp,Lonicera japonica Thunb.,Caprifoliaceae,N,,,,
243900,1027440,sp,Lonicera nigra L.,Caprifoliaceae,I,,,,
243950,1027450,sp,Lonicera nitida E. H. Wilson,Caprifoliaceae,N,,,,
244000,1027460,sp,Lonicera periclymenum L.,Caprifoliaceae,I,,,,
244050,1027470,sp,Lonicera pileata Oliv.,Caprifoliaceae,N,,,,
244100,1027480,sp,Lonicera tatarica L.,Caprifoliaceae,N,,,,
244200,1027490,sp,Lonicera xylosteum L.,Caprifoliaceae,I,,,,
244300,1027500,sp,Lotus alpinus (DC.) Ramond,Fabaceae,I,,Lotus corniculatus aggr.,244410,1027510
244410,1027510,aggr,Lotus corniculatus aggr.,Fabaceae,I,,,,
244400,1027520,sp,Lotus corniculatus L.,Fabaceae,I,,Lotus corniculatus aggr.,244410,1027510
244800,1027540,sp,Lotus maritimus L.,Fabaceae,I,,,,
244900,1027550,sp,Lotus pedunculatus Cav.,Fabaceae,I,,,,
245100,1027560,sp,Lotus tenuis Willd.,Fabaceae,I,,Lotus corniculatus aggr.,244410,1027510
245360,1027595,hybrid,Ludwigia ×kentiana E. J. Clement,Onagraceae,N,,,,
245250,1027570,sp,Ludwigia grandiflora (Michx.) Greuter & Burdet,Onagraceae,N,,,,
245300,1027580,sp,Ludwigia palustris (L.) Elliott,Onagraceae,I,,,,
245330,1027590,sp,Ludwigia peploides (Kunth) P. H. Raven,Onagraceae,,x,,,
245400,1027600,sp,Lunaria annua L.,Brassicaceae,N,,,,
245500,1027610,sp,Lunaria rediviva L.,Brassicaceae,I,,,,
245600,1027620,sp,Lupinus albus L.,Fabaceae,N,,,,
245700,1027630,sp,Lupinus angustifolius L.,Fabaceae,N,,,,
245800,1027640,sp,Lupinus polyphyllus Lindl.,Fabaceae,N,,,,
245900,1027660,sp,Luzula alpina Hoppe,Juncaceae,I,,Luzula multiflora aggr.,247150,1027785
246000,1027670,sp,Luzula alpinopilosa (Chaix) Breistr.,Juncaceae,I,,,,
246100,1027700,sp,Luzula campestris (L.) DC.,Juncaceae,I,,,,
246200,1027710,sp,Luzula desvauxii Kunth,Juncaceae,,x,,,
246400,1027720,sp,Luzula forsteri (Sm.) DC.,Juncaceae,I,,,,
246500,1027730,sp,Luzula glabrata (Hoppe) Desv.,Juncaceae,,x,,,
246600,1027740,sp,Luzula lutea (All.) DC.,Juncaceae,I,,,,
246700,1027750,sp,Luzula luzulina (Vill.) Dalla Torre & Sarnth.,Juncaceae,I,,,,
246800,1027760,sp,Luzula luzuloides (Lam.) Dandy & Wilmott,Juncaceae,I,,,,
246900,1027770,subsp,Luzula luzuloides (Lam.) Dandy & Wilmott subsp. luzuloides,Juncaceae,I,,Luzula luzuloides (Lam.) Dandy & Wilmott,246800,1027760
247050,1027780,subsp,Luzula luzuloides subsp. rubella (Mert. & W. D. J. Koch) Holub,Juncaceae,I,,Luzula luzuloides (Lam.) Dandy & Wilmott,246800,1027760
247100,1027790,sp,Luzula multiflora (Ehrh.) Lej.,Juncaceae,I,,Luzula multiflora aggr.,247150,1027785
247150,1027785,aggr,Luzula multiflora aggr.,Juncaceae,I,,,,
247300,1027820,sp,Luzula nivea (L.) DC.,Juncaceae,I,,,,
247450,1027830,sp,Luzula pediformis (Chaix) DC.,Juncaceae,,x,,,
247500,1027840,sp,Luzula pilosa (L.) Willd.,Juncaceae,I,,,,
247600,1027850,sp,Luzula sieberi Tausch,Juncaceae,I,,Luzula sylvatica aggr.,248400,1027920
247800,1027860,sp,Luzula spicata (L.) DC.,Juncaceae,I,,,,
247900,1027870,subsp,Luzula spicata (L.) DC. subsp. spicata,Juncaceae,I,,Luzula spicata (L.) DC.,247800,1027860
248000,1027880,subsp,Luzula spicata subsp. mutabilis Chrtek & Křísa,Juncaceae,I,,Luzula spicata (L.) DC.,247800,1027860
248100,1027890,sp,Luzula sudetica (Willd.) Schult.,Juncaceae,I,,Luzula multiflora aggr.,247150,1027785
248300,1027910,sp,Luzula sylvatica (Huds.) Gaudin,Juncaceae,I,,Luzula sylvatica aggr.,248400,1027920
248400,1027920,aggr,Luzula sylvatica aggr.,Juncaceae,I,,,,
249000,1027930,sp,Lycium barbarum L.,Solanaceae,NC,,,,
249100,1027940,sp,Lycium chinense Mill.,Solanaceae,N,,,,
249300,1027950,sp,Lycopersicon esculentum Mill.,Solanaceae,N,,,,
249400,1027960,sp,Lycopodiella inundata (L.) Holub,Lycopodiaceae,I,,,,
249700,1027980,sp,Lycopodium annotinum L.,Lycopodiaceae,I,,,,
249900,1027990,sp,Lycopodium clavatum L.,Lycopodiaceae,I,,,,
249950,1028000,subsp,Lycopodium clavatum L. subsp. clavatum,Lycopodiaceae,I,,Lycopodium clavatum L.,249900,1027990
250000,1028010,subsp,Lycopodium clavatum subsp. monostachyon (Grev. & Hook.) Selander,Lycopodiaceae,I,,Lycopodium clavatum L.,249900,1027990
250900,1028030,sp,Lycopus europaeus L.,Lamiaceae,I,,,,
251200,1028060,sp,Lycopus exaltatus L. f.,Lamiaceae,,x,,,
251350,1028070,sp,Lysichiton americanus Hultén & H. St. John,Araceae,N,,,,
251400,1028080,sp,Lysimachia nemorum L.,Primulaceae,I,,,,
251500,1028090,sp,Lysimachia nummularia L.,Primulaceae,I,,,,
251600,1028100,sp,Lysimachia punctata L.,Primulaceae,N,,,,
251700,1028110,sp,Lysimachia thyrsiflora L.,Primulaceae,I,,,,
251800,1028120,sp,Lysimachia vulgaris L.,Primulaceae,I,,,,
251900,1028130,sp,Lythrum hyssopifolia L.,Lythraceae,I,,,,
252000,1028140,sp,Lythrum portula (L.) D. A. Webb,Lythraceae,I,,,,
252100,1028150,sp,Lythrum salicaria L.,Lythraceae,I,,,,
252200,1028160,sp,Lythrum virgatum L.,Lythraceae,,x,,,
252230,1028170,sp,Macleaya cordata (Willd.) R. Br.,Papaveraceae,N,,,,
252260,1028180,sp,Macleaya microcarpa (Maxim.) Fedde,Papaveraceae,N,,,,
252300,1028200,sp,Mahonia aquifolium (Pursh) Nutt.,Berberidaceae,N,,,,
252350,1028205,sp,Mahonia bealei (Fortune) Carrière,Berberidaceae,N,,,,
252400,1028210,sp,Maianthemum bifolium (L.) F. W. Schmidt,Asparagaceae,I,,,,
252600,1028220,sp,Malaxis monophyllos (L.) Sw.,Orchidaceae,I,,,,
252850,1028260,sp,Malus pumila Mill.,Rosaceae,N,,Malus sylvestris aggr.,253000,1028280
252900,1028270,sp,Malus sylvestris (L.) Mill.,Rosaceae,I,,Malus sylvestris aggr.,253000,1028280
253000,1028280,aggr,Malus sylvestris aggr.,Rosaceae,I/N,,,,
253100,1028290,sp,Malva alcea L.,Malvaceae,I,,,,
253300,1028320,sp,Malva moschata L.,Malvaceae,I,,,,
253400,1028330,sp,Malva neglecta Wallr.,Malvaceae,A,,,,
253430,1028340,sp,Malva nicaeensis All.,Malvaceae,N,,,,
253450,1028350,sp,Malva parviflora L.,Malvaceae,N,,,,
253480,1028360,sp,Malva pusilla Sm.,Malvaceae,N,,,,
253500,1028370,sp,Malva sylvestris L.,Malvaceae,I,,,,
253600,1028380,sp,Malva verticillata L.,Malvaceae,N,,,,
253800,1028400,sp,Marrubium vulgare L.,Lamiaceae,A,,,,
253900,1028410,sp,Marsilea quadrifolia L.,Marsileaceae,I,,,,
254000,1028420,sp,Matricaria chamomilla L.,Asteraceae,I,,,,
254100,1028430,sp,Matricaria discoidea DC.,Asteraceae,N,,,,
254500,1028440,sp,Matteuccia struthiopteris (L.) Tod.,Onocleaceae,I,,,,
254700,1028460,sp,Matthiola valesiaca Boiss.,Brassicaceae,I,,,,
254750,1028470,sp,Mazus pumilus (Burm. f.) Steenis,Mazaceae,N,,,,
254800,1028480,sp,Meconopsis cambrica (L.) Vig.,Papaveraceae,N,,,,
256100,1028600,hybrid,Medicago ×varia Martyn,Fabaceae,I,,,,
254900,1028490,sp,Medicago arabica (L.) Huds.,Fabaceae,N,,,,
255000,1028500,sp,Medicago carstiensis Wulfen,Fabaceae,,x,,,
255100,1028510,sp,Medicago falcata L.,Fabaceae,I,,,,
255300,1028530,sp,Medicago lupulina L.,Fabaceae,A,,,,
255400,1028540,sp,Medicago minima (L.) L.,Fabaceae,I,,,,
255600,1028550,sp,Medicago orbicularis (L.) Bartal.,Fabaceae,,x,,,
255700,1028560,sp,Medicago polymorpha L.,Fabaceae,N,,,,
255800,1028570,sp,Medicago prostrata Jacq.,Fabaceae,,x,,,
255900,1028580,sp,Medicago rigidula (L.) All.,Fabaceae,N,,,,
256000,1028590,sp,Medicago sativa L.,Fabaceae,A,,,,
256200,1028610,sp,Melampyrum arvense L.,Orobanchaceae,I,,,,
256300,1028620,sp,Melampyrum cristatum L.,Orobanchaceae,I,,,,
256400,1028630,sp,Melampyrum nemorosum L.,Orobanchaceae,I,,,,
256500,1028640,sp,Melampyrum pratense L.,Orobanchaceae,I,,,,
256600,1028660,sp,Melampyrum sylvaticum L.,Orobanchaceae,I,,,,
256800,1028680,sp,Melica ciliata L.,Poaceae,I,,,,
256850,1028685,subsp (single),Melica ciliata L. subsp. ciliata,Poaceae,I,,Melica ciliata L.,256800,1028680
256900,1028690,sp,Melica nutans L.,Poaceae,I,,,,
257000,1028700,sp,Melica transsilvanica Schur,Poaceae,I,,,,
257100,1028710,sp,Melica uniflora Retz.,Poaceae,I,,,,
257200,1028720,sp,Melilotus albus Medik.,Fabaceae,A,,,,
257300,1028730,sp,Melilotus altissimus Thuill.,Fabaceae,I,,,,
257400,1028740,sp,Melilotus indicus (L.) All.,Fabaceae,N,,,,
257500,1028750,sp,Melilotus neapolitanus Ten.,Fabaceae,,x,,,
257600,1028760,sp,Melilotus officinalis Lam.,Fabaceae,A,,,,
257700,1028770,sp,Melilotus sulcatus Desf.,Fabaceae,N,,,,
257800,1028780,sp,Melissa officinalis L.,Lamiaceae,A,,,,
257900,1028790,sp,Melittis melissophyllum L.,Lamiaceae,I,,,,
258700,1028880,hybrid,Mentha ×piperita L.,Lamiaceae,N,,Mentha spicata aggr.,258550,1028855
258750,1028890,hybrid,Mentha ×verticillata L.,Lamiaceae,I,,,,
258770,1028900,hybrid,Mentha ×villosa Huds.,Lamiaceae,I,,Mentha spicata aggr.,258550,1028855
258000,1028800,sp,Mentha aquatica L.,Lamiaceae,I,,,,
258100,1028810,sp,Mentha arvensis L.,Lamiaceae,I,,,,
258200,1028830,sp,Mentha longifolia (L.) Huds.,Lamiaceae,I,,,,
258300,1028840,sp,Mentha pulegium L.,Lamiaceae,I,,,,
258550,1028855,aggr,Mentha spicata aggr.,Lamiaceae,I/N,,,,
258500,1028860,sp,Mentha spicata L.,Lamiaceae,AC,,Mentha spicata aggr.,258550,1028855
258600,1028870,sp,Mentha suaveolens Ehrh.,Lamiaceae,I,,Mentha spicata aggr.,258550,1028855
258800,1028910,sp,Menyanthes trifoliata L.,Menyanthaceae,I,,,,
258900,1028920,sp,Mercurialis annua L.,Euphorbiaceae,A,,,,
259000,1028930,sp,Mercurialis ovata Sternb. & Hoppe,Euphorbiaceae,I,,,,
259100,1028940,sp,Mercurialis perennis L.,Euphorbiaceae,I,,,,
259200,1028950,sp,Mespilus germanica L.,Rosaceae,A,,,,
259300,1028970,sp,Meum athamanticum Jacq.,Apiaceae,I,,,,
259400,1028980,sp,Mibora minima (L.) Desv.,Poaceae,,x,,,
259500,1029000,sp,Micropus erectus L.,Asteraceae,I,,,,
259600,1029010,sp,Micropyrum tenellum (L.) Link,Poaceae,I,,,,
259800,1029020,sp,Milium effusum L.,Poaceae,I,,,,
259830,1029035,subsp,Milium effusum L. subsp. effusum,Poaceae,I,,Milium effusum L.,259800,1029020
259860,1029030,subsp,Milium effusum subsp. alpicola Chrtek,Poaceae,I,,Milium effusum L.,259800,1029020
259920,1029037,aggr,Mimulus guttatus aggr.,Phrymaceae,N,,,,
259900,1029040,sp,Mimulus guttatus DC.,Phrymaceae,N,,Mimulus guttatus aggr.,259920,1029037
259950,1029050,sp,Mimulus luteus L.,Phrymaceae,N,,Mimulus guttatus aggr.,259920,1029037
260000,1029060,sp,Mimulus moschatus Lindl.,Phrymaceae,N,,Mimulus guttatus aggr.,259920,1029037
260200,1029070,sp,Minuartia austriaca (Jacq.) Hayek,Caryophyllaceae,,x,,,
260300,1029080,sp,Minuartia biflora (L.) Schinz & Thell.,Caryophyllaceae,I,,,,
260400,1029090,sp,Minuartia capillacea (All.) Graebn.,Caryophyllaceae,I,,,,
260495,1029100,sp,Minuartia cherlerioides (Hoppe) Bech.,Caryophyllaceae,I,,,,
260500,1029110,subsp,Minuartia cherlerioides (Hoppe) Bech. subsp. cherlerioides,Caryophyllaceae,,x,Minuartia cherlerioides (Hoppe) Bech.,260495,1029100
260600,1029120,subsp,Minuartia cherlerioides subsp. rionii (Gremli) Friedrich,Caryophyllaceae,I,,Minuartia cherlerioides (Hoppe) Bech.,260495,1029100
260900,1029130,sp,Minuartia grignensis (Rchb.) Mattf.,Caryophyllaceae,,x,,,
261100,1029140,sp,Minuartia hybrida (Vill.) Schischk.,Caryophyllaceae,I,,,,
261200,1029150,sp,Minuartia laricifolia (L.) Schinz & Thell.,Caryophyllaceae,I,,,,
261250,1029155,subsp (single),Minuartia laricifolia (L.) Schinz & Thell. subsp. laricifolia,Caryophyllaceae,I,,Minuartia laricifolia (L.) Schinz & Thell.,261200,1029150
261280,1029160,sp,Minuartia mediterranea (Link) K. Malý,Caryophyllaceae,N,,,,
261400,1029170,sp,Minuartia recurva (All.) Schinz & Thell.,Caryophyllaceae,I,,,,
261450,1029180,sp,Minuartia rostrata (Pers.) Rchb.,Caryophyllaceae,I,,,,
261500,1029190,sp,Minuartia rubra (Scop.) McNeill,Caryophyllaceae,I,,,,
261600,1029200,sp,Minuartia rupestris (Scop.) Schinz & Thell.,Caryophyllaceae,I,,,,
261630,1029210,subsp,Minuartia rupestris (Scop.) Schinz & Thell. subsp. rupestris,Caryophyllaceae,I,,Minuartia rupestris (Scop.) Schinz & Thell.,261600,1029200
261660,1029220,subsp,Minuartia rupestris subsp. clementei (Huter) Greuter & Burdet,Caryophyllaceae,,x,Minuartia rupestris (Scop.) Schinz & Thell.,261600,1029200
261700,1029230,sp,Minuartia sedoides (L.) Hiern,Caryophyllaceae,I,,,,
261800,1029240,sp,Minuartia setacea (Thuill.) Hayek,Caryophyllaceae,,x,,,
261900,1029250,sp,Minuartia stricta (Sw.) Hiern,Caryophyllaceae,I,,,,
262000,1029260,sp,Minuartia verna (L.) Hiern,Caryophyllaceae,I,,,,
262050,1029265,subsp (single),Minuartia verna (L.) Hiern subsp. verna,Caryophyllaceae,I,,Minuartia verna (L.) Hiern,262000,1029260
262100,1029270,sp,Minuartia villarii (Balb.) Wilczek & Chenevard,Caryophyllaceae,,x,,,
262200,1029280,sp,Minuartia viscosa (Schreb.) Schinz & Thell.,Caryophyllaceae,I,,,,
262230,1029290,sp,Mirabilis jalapa L.,Nyctaginaceae,N,,,,
262240,1029310,sp,Miscanthus sacchariflorus (Maxim.) Hack.,Poaceae,NC,,,,
262250,1029320,sp,Miscanthus sinensis Andersson,Poaceae,NC,,,,
262300,1029340,sp,Misopates orontium (L.) Raf.,Plantaginaceae,A,,,,
262330,1029353,sp,Moehringia bavarica (L.) Gren.,Caryophyllaceae,,x,,,
262400,1029358,subsp (single),Moehringia bavarica subsp. insubrica (Degen) W. Sauer,Caryophyllaceae,,x,Moehringia bavarica (L.) Gren.,262330,1029353
262500,1029350,sp,Moehringia ciliata (Scop.) Dalla Torre,Caryophyllaceae,I,,,,
262600,1029360,sp,Moehringia concarenae F. Fen. & F. Martini,Caryophyllaceae,,x,,,
262700,1029370,sp,Moehringia dielsiana Mattf.,Caryophyllaceae,,x,,,
262900,1029390,sp,Moehringia muscosa L.,Caryophyllaceae,I,,,,
263000,1029400,sp,Moehringia trinervia (L.) Clairv.,Caryophyllaceae,I,,,,
263100,1029410,sp,Moenchia erecta (L.) G. Gaertn. & al.,Caryophyllaceae,I,,,,
263200,1029420,sp,Moenchia mantica (L.) Bartl.,Caryophyllaceae,I,,,,
