Nr. SISF,Taxon ID,Rangstufe,Taxonname,Familie,Indigenat CH,Grenzgebiet,Ist Teil von: Taxonname,Ist Teil von: Nr. SISF,Ist Teil von: Taxon ID
197420,1022500,subsp,Helleborus niger L. subsp. niger,Ranunculaceae,I,,Helleborus niger L.,197400,1022490
197430,1022510,subsp,Helleborus niger subsp. macranthus (Freyn) Schiffn.,Ranunculaceae,I,,Helleborus niger L.,197400,1022490
197450,1022520,sp,Helleborus orientalis Lam.,Ranunculaceae,N,,,,
197500,1022530,sp,Helleborus viridis L.,Ranunculaceae,I,,,,
197700,1022540,sp,Hemerocallis fulva (L.) L.,Asphodelaceae,N,,,,
197800,1022550,sp,Hemerocallis lilioasphodelus L.,Asphodelaceae,N,,,,
197900,1022560,sp,Hepatica nobilis Schreb.,Ranunculaceae,I,,,,
198200,1022570,sp,Heracleum austriacum L.,Apiaceae,I,,,,
198250,1022575,subsp (single),Heracleum austriacum L. subsp. austriacum,Apiaceae,I,,Heracleum austriacum L.,198200,1022570
198300,1022580,sp,Heracleum mantegazzianum Sommier & Levier,Apiaceae,N,,,,
198595,1022590,sp,Heracleum sphondylium L.,Apiaceae,I,,,,
198600,1022600,subsp,Heracleum sphondylium L. subsp. sphondylium,Apiaceae,I,,Heracleum sphondylium L.,198595,1022590
198700,1022610,subsp,Heracleum sphondylium subsp. alpinum (L.) Bonnier & Layens,Apiaceae,I,,Heracleum sphondylium L.,198595,1022590
198800,1022620,subsp,Heracleum sphondylium subsp. elegans (Crantz) Schübl. & G. Martens,Apiaceae,I,,Heracleum sphondylium L.,198595,1022590
199000,1022630,subsp,Heracleum sphondylium subsp. pyrenaicum (Lam.) Bonnier & Layens,Apiaceae,I,,Heracleum sphondylium L.,198595,1022590
199100,1022640,sp,Herminium monorchis (L.) R. Br.,Orchidaceae,I,,,,
199200,1022660,sp,Herniaria alpina Chaix,Caryophyllaceae,I,,,,
199300,1022670,sp,Herniaria glabra L.,Caryophyllaceae,I,,,,
199400,1022680,sp,Herniaria hirsuta L.,Caryophyllaceae,ni,,,,
199500,1022690,sp,Herniaria incana Lam.,Caryophyllaceae,,x,,,
199600,1022700,sp,Hesperis matronalis L.,Brassicaceae,N,,,,
199630,1022710,subsp,Hesperis matronalis L. subsp. matronalis,Brassicaceae,N,,Hesperis matronalis L.,199600,1022700
199660,1022720,subsp,Hesperis matronalis subsp. nivea (Baumg.) Perr.,Brassicaceae,,x,Hesperis matronalis L.,199600,1022700
199700,1022730,sp,Heteropogon contortus (L.) Roem. & Schult.,Poaceae,I,,,,
199740,1022760,sp,Hibiscus syriacus L.,Malvaceae,N,,,,
199750,1022770,sp,Hibiscus trionum L.,Malvaceae,N,,,,
199800,1022780,sp,Hieracium alpicola Steud. & Hochst.,Asteraceae,I,,,,
199900,1022790,sp,Hieracium alpinum L.,Asteraceae,I,,,,
200000,1022800,sp,Hieracium amplexicaule L.,Asteraceae,I,,,,
200100,1022810,sp,Hieracium angustifolium Hoppe,Asteraceae,I,,,,
200200,1022820,sp,Hieracium aurantiacum L.,Asteraceae,I,,,,
200400,1022830,sp,Hieracium bauhinii Schult.,Asteraceae,I,,,,
200600,1022840,aggr,Hieracium bifidum aggr.,Asteraceae,I,,,,
200700,1022860,sp,Hieracium bupleuroides C. C. Gmel.,Asteraceae,I,,,,
200750,1022870,aggr,Hieracium caesium aggr.,Asteraceae,I,,,,
200800,1022880,sp,Hieracium caespitosum Dumort.,Asteraceae,I,,,,
201000,1022900,sp,Hieracium cymosum L.,Asteraceae,I,,,,
201200,1022930,sp,Hieracium glanduliferum Hoppe,Asteraceae,I,,Hieracium piliferum aggr.,203200,1023170
201500,1022940,aggr,Hieracium glaucinum aggr.,Asteraceae,I,,,,
201600,1022960,sp,Hieracium glaucum All.,Asteraceae,I,,,,
201650,1022970,sp,Hieracium guthnikianum Hegetschw.,Asteraceae,I,,,,
201700,1022990,sp,Hieracium hoppeanum Schult.,Asteraceae,I,,,,
201800,1023000,sp,Hieracium humile Jacq.,Asteraceae,I,,,,
201900,1023010,sp,Hieracium intybaceum All.,Asteraceae,I,,,,
202000,1023030,sp,Hieracium lachenalii C. C. Gmel.,Asteraceae,I,,,,
202100,1023040,sp,Hieracium lactucella Wallr.,Asteraceae,I,,,,
202300,1023050,aggr,Hieracium laevigatum aggr.,Asteraceae,I,,,,
202400,1023070,sp,Hieracium lawsonii Vill.,Asteraceae,,x,,,
202700,1023110,aggr,Hieracium murorum aggr.,Asteraceae,I,,,,
202900,1023150,sp,Hieracium peletierianum Mérat,Asteraceae,I,,,,
203000,1023160,sp,Hieracium pictum Pers.,Asteraceae,I,,,,
203200,1023170,aggr,Hieracium piliferum aggr.,Asteraceae,I,,,,
203105,1023190,sp,Hieracium piliferum Hoppe,Asteraceae,I,,Hieracium piliferum aggr.,203200,1023170
203400,1023200,sp,Hieracium pilosella L.,Asteraceae,I,,,,
203500,1023210,sp,Hieracium piloselloides Vill.,Asteraceae,I,,,,
203600,1023220,sp,Hieracium pilosum Froel.,Asteraceae,I,,Hieracium villosum aggr.,205900,1023490
203700,1023240,sp,Hieracium porrifolium L.,Asteraceae,,x,,,
203900,1023270,aggr,Hieracium prenanthoides aggr.,Asteraceae,I,,,,
204100,1023290,aggr,Hieracium racemosum aggr.,Asteraceae,I,,,,
204400,1023320,aggr,Hieracium sabaudum aggr.,Asteraceae,I,,,,
204500,1023350,sp,Hieracium saussureoides (Arv.-Touv.) Arv.-Touv.,Asteraceae,I,,,,
204700,1023360,aggr,Hieracium schmidtii aggr.,Asteraceae,I,,,,
204950,1023395,sp,Hieracium sparsum Friv.,Asteraceae,,x,,,
205000,1023400,sp,Hieracium staticifolium All.,Asteraceae,I,,,,
205100,1023420,sp,Hieracium subnivale Gren. & Godr.,Asteraceae,,x,Hieracium piliferum aggr.,203200,1023170
205500,1023450,sp,Hieracium tomentosum L.,Asteraceae,I,,,,
205600,1023460,aggr,Hieracium umbellatum aggr.,Asteraceae,I,,,,
205900,1023490,aggr,Hieracium villosum aggr.,Asteraceae,I,,,,
205800,1023500,sp,Hieracium villosum Jacq.,Asteraceae,I,,Hieracium villosum aggr.,205900,1023490
206000,1023530,sp,Hierochloë australis (Schrad.) Roem. & Schult.,Poaceae,,x,,,
206100,1023540,sp,Hierochloë odorata (L.) P. Beauv.,Poaceae,I,,,,
206150,1023550,sp,Himantoglossum adriaticum H. Baumann,Orchidaceae,,x,,,
206200,1023560,sp,Himantoglossum hircinum (L.) Spreng.,Orchidaceae,I,,,,
206250,1023570,sp,Himantoglossum robertianum (Loisel.) P. Delforge,Orchidaceae,ni,,,,
206300,1023580,sp,Hippocrepis comosa L.,Fabaceae,I,,,,
206400,1023590,sp,Hippocrepis emerus (L.) Lassen,Fabaceae,I,,,,
206450,1023595,subsp (single),Hippocrepis emerus (L.) Lassen subsp. emerus,Fabaceae,I,,Hippocrepis emerus (L.) Lassen,206400,1023590
206500,1023600,sp,Hippophaë rhamnoides L.,Elaeagnaceae,I,,,,
206600,1023610,sp,Hippuris vulgaris L.,Plantaginaceae,I,,,,
206700,1023620,sp,Hirschfeldia incana (L.) Lagr.-Foss.,Brassicaceae,N,,,,
206800,1023630,sp,Holcus lanatus L.,Poaceae,I,,,,
206900,1023640,sp,Holcus mollis L.,Poaceae,I,,,,
207200,1023670,sp,Holosteum umbellatum L.,Caryophyllaceae,I,,,,
207250,1023675,subsp (single),Holosteum umbellatum L. subsp. umbellatum,Caryophyllaceae,I,,Holosteum umbellatum L.,207200,1023670
207300,1023680,sp,Homogyne alpina (L.) Cass.,Asteraceae,I,,,,
207400,1023690,sp,Hordelymus europaeus (L.) Harz,Poaceae,I,,,,
207500,1023700,sp,Hordeum distichon L.,Poaceae,AC,,Hordeum vulgare aggr.,208205,1023760
207600,1023710,sp,Hordeum jubatum L.,Poaceae,N,,,,
207795,1023720,sp,Hordeum murinum L.,Poaceae,A,,,,
207800,1023730,subsp,Hordeum murinum L. subsp. murinum,Poaceae,A,,Hordeum murinum L.,207795,1023720
207900,1023740,subsp,Hordeum murinum subsp. leporinum (Link) Arcang.,Poaceae,ni,,Hordeum murinum L.,207795,1023720
208100,1023750,sp,Hordeum secalinum Schreb.,Poaceae,A,,,,
208205,1023760,aggr,Hordeum vulgare aggr.,Poaceae,AC,,,,
208195,1023770,sp,Hordeum vulgare L.,Poaceae,AC,,Hordeum vulgare aggr.,208205,1023760
208200,1023780,subsp,Hordeum vulgare L. subsp. vulgare,Poaceae,AC,,Hordeum vulgare L.,208195,1023770
208300,1023790,subsp,Hordeum vulgare subsp. hexastichon (L.) Čelak.,Poaceae,AC,,Hordeum vulgare L.,208195,1023770
208400,1023800,sp,Horminum pyrenaicum L.,Lamiaceae,I,,,,
208500,1023810,sp,Hornungia petraea (L.) Rchb.,Brassicaceae,I,,,,
208600,1023830,sp,Hottonia palustris L.,Primulaceae,I,,,,
208700,1023840,sp,Hugueninia tanacetifolia (L.) Rchb.,Brassicaceae,I,,,,
208750,1023848,sp,Humulus japonicus Siebold & Zucc.,Cannabaceae,NC,,,,
208800,1023850,sp,Humulus lupulus L.,Cannabaceae,I,,,,
208900,1023860,sp,Huperzia selago (L.) Schrank & Mart.,Lycopodiaceae,I,,,,
209230,1023870,sp,Hyacinthoides hispanica (Mill.) Rothm.,Asparagaceae,N,,,,
209250,1023880,sp,Hyacinthoides non-scripta (L.) Rothm.,Asparagaceae,N,,,,
209300,1023930,sp,Hydrocharis morsus-ranae L.,Hydrocharitaceae,I,,,,
209350,1023940,sp,Hydrocotyle ranunculoides L. f.,Araliaceae,,,,,
209370,1023945,sp,Hydrocotyle sibthorpioides Lam.,Araliaceae,N,,,,
209400,1023950,sp,Hydrocotyle vulgaris L.,Araliaceae,I,,,,
209450,1023956,sp,Hygrophila polysperma (Roxb.) T. Anderson,Acanthaceae,N,,,,
209500,1023960,sp,Hymenolobus pauciflorus (W. D. J. Koch) Schinz & Thell.,Brassicaceae,I,,,,
209600,1023970,sp,Hymenolobus procumbens (L.) Nutt.,Brassicaceae,N,,,,
209700,1023980,sp,Hyoscyamus niger L.,Solanaceae,I,,,,
211700,1024190,hybrid,Hypericum ×desetangsii Lamotte,Hypericaceae,I,,,,
209900,1023990,sp,Hypericum androsaemum L.,Hypericaceae,I,,,,
210000,1024000,sp,Hypericum calycinum L.,Hypericaceae,N,,,,
210100,1024010,sp,Hypericum coris L.,Hypericaceae,I,,,,
210250,1024020,sp,Hypericum elodes L.,Hypericaceae,N,,,,
210400,1024030,sp,Hypericum hircinum L.,Hypericaceae,N,,,,
210500,1024040,sp,Hypericum hirsutum L.,Hypericaceae,I,,,,
210600,1024050,sp,Hypericum humifusum L.,Hypericaceae,I,,,,
210695,1024060,sp,Hypericum maculatum Crantz,Hypericaceae,I,,,,
210700,1024070,subsp,Hypericum maculatum Crantz subsp. maculatum,Hypericaceae,I,,Hypericum maculatum Crantz,210695,1024060
210800,1024080,subsp,Hypericum maculatum subsp. obtusiusculum (Tourlet) Hayek,Hypericaceae,I,,Hypericum maculatum Crantz,210695,1024060
210850,1024090,sp,Hypericum majus (A. Gray) Britton,Hypericaceae,N,,,,
210900,1024100,sp,Hypericum montanum L.,Hypericaceae,I,,,,
211000,1024110,sp,Hypericum nummularium L.,Hypericaceae,,x,,,
211050,1024130,sp,Hypericum perforatum L.,Hypericaceae,I,,,,
211100,1024140,subsp,Hypericum perforatum L. subsp. perforatum,Hypericaceae,I,,Hypericum perforatum L.,211050,1024130
211200,1024150,subsp,Hypericum perforatum subsp. veronense (Schrank) Ces.,Hypericaceae,I,,Hypericum perforatum L.,211050,1024130
211300,1024160,sp,Hypericum pulchrum L.,Hypericaceae,I,,,,
211400,1024170,sp,Hypericum richeri Vill.,Hypericaceae,I,,,,
211450,1024175,subsp (single),Hypericum richeri Vill. subsp. richeri,Hypericaceae,I,,Hypericum richeri Vill.,211400,1024170
211500,1024180,sp,Hypericum tetrapterum Fr.,Hypericaceae,I,,,,
211800,1024200,sp,Hypochaeris facchiniana Ambrosi,Asteraceae,,x,,,
211900,1024210,sp,Hypochaeris glabra L.,Asteraceae,I,,,,
212000,1024220,sp,Hypochaeris maculata L.,Asteraceae,I,,,,
212100,1024230,sp,Hypochaeris radicata L.,Asteraceae,I,,,,
212200,1024250,sp,Hypochaeris uniflora Vill.,Asteraceae,I,,,,
212400,1024260,sp,Hyssopus officinalis L.,Lamiaceae,I,,,,
212500,1024310,sp,Iberis amara L.,Brassicaceae,I,,,,
212600,1024320,sp,Iberis intermedia Guers.,Brassicaceae,I,,,,
212900,1024330,sp,Iberis pinnata L.,Brassicaceae,I,,,,
213000,1024340,sp,Iberis saxatilis L.,Brassicaceae,I,,,,
213100,1024350,sp,Iberis sempervirens L.,Brassicaceae,N,,,,
213200,1024360,sp,Iberis umbellata L.,Brassicaceae,N,,,,
213300,1024370,sp,Ilex aquifolium L.,Aquifoliaceae,I,,,,
213400,1024380,sp,Illecebrum verticillatum L.,Caryophyllaceae,I,,,,
213500,1024390,sp,Impatiens balfourii Hook. f.,Balsaminaceae,N,,,,
213550,1024405,sp,Impatiens capensis Meerb.,Balsaminaceae,N,,,,
213600,1024410,sp,Impatiens glandulifera Royle,Balsaminaceae,N,,,,
213700,1024420,sp,Impatiens noli-tangere L.,Balsaminaceae,I,,,,
213800,1024430,sp,Impatiens parviflora DC.,Balsaminaceae,N,,,,
213900,1024450,sp,Inula bifrons (L.) L.,Asteraceae,,x,,,
214000,1024460,sp,Inula britannica L.,Asteraceae,I,,,,
214100,1024470,sp,Inula conyzae (Griess.) Meikle,Asteraceae,I,,,,
214200,1024480,sp,Inula ensifolia L.,Asteraceae,N,,,,
214400,1024500,sp,Inula helenium L.,Asteraceae,NC,,,,
214500,1024510,sp,Inula helvetica Weber,Asteraceae,I,,,,
214600,1024520,sp,Inula hirta L.,Asteraceae,I,,,,
214700,1024530,sp,Inula montana L.,Asteraceae,,x,,,
214800,1024540,sp,Inula salicina L.,Asteraceae,I,,,,
214900,1024550,sp,Inula spiraeifolia L.,Asteraceae,I,,,,
214960,1024580,sp,Ipomoea purpurea (L.) Roth,Convolvulaceae,N,,,,
215905,1024700,hybrid,Iris ×germanica L.,Iridaceae,A,,,,
215000,1024600,sp,Iris aphylla L.,Iridaceae,,x,,,
215100,1024610,sp,Iris foetidissima L.,Iridaceae,N,,,,
215200,1024620,sp,Iris graminea L.,Iridaceae,I,,,,
215300,1024630,sp,Iris lutescens Lam.,Iridaceae,N,,,,
215500,1024650,sp,Iris pseudacorus L.,Iridaceae,I,,,,
215600,1024670,sp,Iris sibirica L.,Iridaceae,I,,,,
215650,1022650,sp,Iris tuberosa L.,Iridaceae,,x,,,
215700,1024690,sp,Iris variegata L.,Iridaceae,N,,,,
216200,1024730,sp,Isatis tinctoria L.,Brassicaceae,I,,,,
216500,1024740,sp,Isoëtes echinospora Durieu,Isoëtaceae,I,,,,
216600,1024750,sp,Isoëtes lacustris L.,Isoëtaceae,I,,,,
216250,1024760,sp,Isolepis fluitans (L.) R. Br.,Cyperaceae,,x,,,
216300,1024770,sp,Isolepis setacea (L.) R. Br.,Cyperaceae,I,,,,
216400,1024780,sp,Isopyrum thalictroides L.,Ranunculaceae,I,,,,
216750,1024790,sp,Iva xanthiifolia Nutt.,Asteraceae,N,,,,
216800,1024800,sp,Jasione laevis Lam.,Campanulaceae,,x,,,
216900,1024810,sp,Jasione montana L.,Campanulaceae,I,,,,
217100,1024820,sp,Jasminum fruticans L.,Oleaceae,N,,,,
217200,1024830,sp,Jasminum nudiflorum Lindl.,Oleaceae,N,,,,
217300,1024840,sp,Jasminum officinale L.,Oleaceae,NC,,,,
217430,1024858,sp,Jovibarba globifera (L.) J. Parn.,Crassulaceae,,x,,,
217460,1024866,subsp (single),Jovibarba globifera subsp. hirta (L.) J. Parn.,Crassulaceae,,x,Jovibarba globifera (L.) J. Parn.,217430,1024858
217470,1024871,sp,Juglans ailantifolia Carrière,Juglandaceae,N,,,,
217500,1024880,sp,Juglans regia L.,Juglandaceae,A,,,,
217600,1024890,sp,Juncus acutiflorus Hoffm.,Juncaceae,I,,,,
217700,1024900,sp,Juncus alpinoarticulatus Chaix,Juncaceae,I,,Juncus articulatus aggr.,218150,1024925
217730,1024901,subsp,Juncus alpinoarticulatus Chaix subsp. alpinoarticulatus,Juncaceae,I,,Juncus alpinoarticulatus Chaix,217700,1024900
217770,1024903,subsp,Juncus alpinoarticulatus subsp. fuscoater (Schreb.) O. Schwarz,Juncaceae,I,,Juncus alpinoarticulatus Chaix,217700,1024900
217900,1024910,sp,Juncus ambiguus Guss.,Juncaceae,I,,,,
218000,1024920,sp,Juncus arcticus Willd.,Juncaceae,I,,,,
218150,1024925,aggr,Juncus articulatus aggr.,Juncaceae,I,,,,
218100,1024930,sp,Juncus articulatus L.,Juncaceae,I,,Juncus articulatus aggr.,218150,1024925
218200,1024940,sp,Juncus bufonius L.,Juncaceae,I,,,,
218300,1024950,sp,Juncus bulbosus L.,Juncaceae,I,,,,
218400,1024960,sp,Juncus capitatus Weigel,Juncaceae,I,,,,
218500,1024970,sp,Juncus castaneus Sm.,Juncaceae,I,,,,
218600,1024980,sp,Juncus compressus Jacq.,Juncaceae,I,,,,
218700,1024990,sp,Juncus conglomeratus L.,Juncaceae,I,,,,
218800,1025000,sp,Juncus effusus L.,Juncaceae,I,,,,
218900,1025010,sp,Juncus filiformis L.,Juncaceae,I,,,,
219000,1025020,sp,Juncus gerardi Loisel.,Juncaceae,,x,,,
219100,1025030,sp,Juncus inflexus L.,Juncaceae,I,,,,
219200,1025040,sp,Juncus jacquinii L.,Juncaceae,I,,,,
219300,1025050,sp,Juncus monanthos Jacq.,Juncaceae,I,,,,
219500,1025060,sp,Juncus sphaerocarpus Nees,Juncaceae,I,,,,
219600,1025070,sp,Juncus squarrosus L.,Juncaceae,I,,,,
219700,1025080,sp,Juncus stygius L.,Juncaceae,I,,,,
219800,1025090,sp,Juncus subnodulosus Schrank,Juncaceae,I,,,,
219900,1025100,sp,Juncus tenageia L. f.,Juncaceae,I,,,,
220000,1025110,sp,Juncus tenuis Willd.,Juncaceae,N,,,,
220100,1025120,sp,Juncus trifidus L.,Juncaceae,I,,,,
220300,1025130,sp,Juncus triglumis L.,Juncaceae,I,,,,
220395,1025140,sp,Juniperus communis L.,Cupressaceae,I,,,,
220400,1025150,subsp,Juniperus communis L. subsp. communis,Cupressaceae,I,,Juniperus communis L.,220395,1025140
220500,1025160,subsp,Juniperus communis subsp. alpina Čelak.,Cupressaceae,I,,Juniperus communis L.,220395,1025140
220800,1025170,sp,Juniperus sabina L.,Cupressaceae,I,,,,
220900,1025180,sp,Juniperus thurifera L.,Cupressaceae,,x,,,
221000,1025190,sp,Kernera saxatilis (L.) Sweet,Brassicaceae,I,,,,
221050,1025200,sp,Kerria japonica (L.) DC.,Rosaceae,NC,,,,
221200,1025210,sp,Kickxia elatine (L.) Dumort.,Plantaginaceae,A,,,,
221300,1025220,sp,Kickxia spuria (L.) Dumort.,Plantaginaceae,A,,,,
221350,1043570,sp,Klasea nudicaulis (L.) Fourr.,Asteraceae,,x,,,
221400,1025230,sp,Knautia arvensis (L.) Coult.,Caprifoliaceae,I,,,,
221450,1025240,sp,Knautia dipsacifolia Kreutzer,Caprifoliaceae,I,,,,
221500,1025250,subsp,Knautia dipsacifolia Kreutzer subsp. dipsacifolia,Caprifoliaceae,I,,Knautia dipsacifolia Kreutzer,221450,1025240
221600,1025260,subsp,Knautia dipsacifolia subsp. sixtina (Briq.) Ehrend.,Caprifoliaceae,I,,Knautia dipsacifolia Kreutzer,221450,1025240
221800,1025280,sp,Knautia drymeia Heuff.,Caprifoliaceae,I,,,,
221900,1025310,sp,Knautia godetii Reut.,Caprifoliaceae,I,,,,
221930,1025320,sp,Knautia illyrica Beck,Caprifoliaceae,,x,,,
221960,1025340,sp,Knautia leucophaea Briq.,Caprifoliaceae,,x,,,
222000,1025350,sp,Knautia longifolia (Waldst. & Kit.) W. D. J. Koch,Caprifoliaceae,,x,,,
222050,1025360,sp,Knautia persicina A. Kern.,Caprifoliaceae,,x,,,
222100,1025370,sp,Knautia purpurea (Vill.) Borbás,Caprifoliaceae,I,,,,
222200,1025380,sp,Knautia subcanescens Jord.,Caprifoliaceae,,x,,,
222400,1025390,sp,Knautia transalpina (Christ) Briq.,Caprifoliaceae,I,,,,
222500,1025400,sp,Knautia velutina Briq.,Caprifoliaceae,I,,,,
222700,1025420,sp,Kobresia simpliciuscula (Wahlenb.) Mack.,Cyperaceae,I,,,,
223100,1025430,sp,Koeleria cenisia E. Rev.,Poaceae,,x,,,
223300,1025440,sp,Koeleria eriostachya Pančić,Poaceae,I,,Koeleria pyramidata aggr.,223905,1025490
223500,1025450,sp,Koeleria hirsuta Gaudin,Poaceae,I,,,,
223700,1025470,sp,Koeleria macrantha (Ledeb.) Schult.,Poaceae,I,,Koeleria pyramidata aggr.,223905,1025490
223900,1025480,sp,Koeleria pyramidata (Lam.) P. Beauv.,Poaceae,I,,Koeleria pyramidata aggr.,223905,1025490
223905,1025490,aggr,Koeleria pyramidata aggr.,Poaceae,I,,,,
224000,1025500,sp,Koeleria splendens C. Presl,Poaceae,,x,,,
224100,1025510,sp,Koeleria vallesiana (Honck.) Gaudin,Poaceae,I,,,,
224150,1025520,sp,Koelreuteria paniculata Laxm.,Sapindaceae,NC,,,,
224200,1025530,sp,Laburnum alpinum (Mill.) Bercht. & J. Presl,Fabaceae,I,,,,
224300,1025540,sp,Laburnum anagyroides Medik.,Fabaceae,I,,,,
224350,1025545,subsp (single),Laburnum anagyroides Medik. subsp. anagyroides,Fabaceae,I,,Laburnum anagyroides Medik.,224300,1025540
224400,1025550,sp,Lactuca perennis L.,Asteraceae,I,,,,
224500,1025560,sp,Lactuca saligna L.,Asteraceae,I,,,,
224600,1025565,sp,Lactuca sativa L.,Asteraceae,NC,,,,
224700,1025580,sp,Lactuca serriola L.,Asteraceae,I,,,,
224800,1025590,sp,Lactuca tenerrima Pourr.,Asteraceae,,x,,,
224900,1025600,sp,Lactuca viminea (L.) J. Presl & C. Presl,Asteraceae,I,,,,
224950,1025605,subsp (single),Lactuca viminea (L.) J. Presl & C. Presl subsp. viminea,Asteraceae,I,,Lactuca viminea (L.) J. Presl & C. Presl,224900,1025600
225000,1025610,sp,Lactuca virosa L.,Asteraceae,I,,,,
225100,1025620,sp,Lagarosiphon major (Ridl.) Moss,Hydrocharitaceae,N,,,,
225160,1025640,sp,Lagurus ovatus L.,Poaceae,NC,,,,
225500,1025650,sp,Lamium album L.,Lamiaceae,I,,,,
225600,1025660,sp,Lamium amplexicaule L.,Lamiaceae,I,,,,
225750,1025670,sp,Lamium galeobdolon (L.) L.,Lamiaceae,I/N,,,,
225800,1025680,subsp,Lamium galeobdolon (L.) L. subsp. galeobdolon,Lamiaceae,N,,Lamium galeobdolon (L.) L.,225750,1025670
225850,1025690,subsp,Lamium galeobdolon subsp. argentatum (Smejkal) J. Duvign.,Lamiaceae,N,,Lamium galeobdolon (L.) L.,225750,1025670
225900,1025700,subsp,Lamium galeobdolon subsp. flavidum (F. Herm.) Á. Löve & D. Löve,Lamiaceae,I,,Lamium galeobdolon (L.) L.,225750,1025670
226000,1025710,subsp,Lamium galeobdolon subsp. montanum (Pers.) Hayek,Lamiaceae,I,,Lamium galeobdolon (L.) L.,225750,1025670
226100,1025720,sp,Lamium hybridum Vill.,Lamiaceae,A,,,,
226200,1025730,sp,Lamium maculatum (L.) L.,Lamiaceae,I,,,,
226400,1025740,sp,Lamium orvala L.,Lamiaceae,,x,,,
226500,1025750,sp,Lamium purpureum L.,Lamiaceae,A,,,,
226600,1025760,sp,Lappula deflexa (Wahlenb.) Garcke,Boraginaceae,I,,,,
226800,1025770,sp,Lappula squarrosa (Retz.) Dumort.,Boraginaceae,A,,,,
226900,1025780,sp,Lapsana communis L.,Asteraceae,I/N,,,,
227000,1025790,subsp,Lapsana communis L. subsp. communis,Asteraceae,I,,Lapsana communis L.,226900,1025780
227100,1025800,subsp,Lapsana communis subsp. intermedia (M. Bieb.) Hayek,Asteraceae,N,,Lapsana communis L.,226900,1025780
227200,1025810,sp,Larix decidua Mill.,Pinaceae,I,,,,
227250,1025820,sp,Larix kaempferi (Lamb.) Carrière,Pinaceae,NC,,,,
227300,1025830,sp,Laserpitium gallicum L.,Apiaceae,,x,,,
227400,1025840,sp,Laserpitium gaudinii Moretti,Apiaceae,I,,,,
227500,1025850,sp,Laserpitium halleri Crantz,Apiaceae,I,,,,
227700,1025860,sp,Laserpitium latifolium L.,Apiaceae,I,,,,
227800,1025870,sp,Laserpitium nitidum Zanted.,Apiaceae,,x,,,
227900,1025880,sp,Laserpitium peucedanoides L.,Apiaceae,,x,,,
228000,1025890,sp,Laserpitium prutenicum L.,Apiaceae,I,,,,
228100,1025900,sp,Laserpitium siler L.,Apiaceae,I,,,,
228650,1025910,sp,Lathraea clandestina L.,Orobanchaceae,N,,,,
228700,1025920,sp,Lathraea squamaria L.,Orobanchaceae,I,,,,
228800,1025930,sp,Lathyrus angulatus L.,Fabaceae,,x,,,
228900,1025940,sp,Lathyrus aphaca L.,Fabaceae,A,,,,
229000,1025950,sp,Lathyrus bauhinii P. A. Genty,Fabaceae,I,,,,
229100,1025960,sp,Lathyrus cicera L.,Fabaceae,A,,,,
229300,1025970,sp,Lathyrus heterophyllus L.,Fabaceae,I,,,,
229400,1025980,sp,Lathyrus hirsutus L.,Fabaceae,A,,,,
229600,1025990,sp,Lathyrus latifolius L.,Fabaceae,A,,,,
229700,1026000,sp,Lathyrus linifolius (Reichard) Bässler,Fabaceae,I,,,,
230000,1026010,sp,Lathyrus niger (L.) Bernh.,Fabaceae,I,,,,
230100,1026020,sp,Lathyrus nissolia L.,Fabaceae,A,,,,
230200,1026030,sp,Lathyrus occidentalis (Fisch. & C. A. Mey.) Fritsch,Fabaceae,I,,,,
230300,1026040,sp,Lathyrus palustris L.,Fabaceae,I,,,,
230400,1026050,sp,Lathyrus pratensis L.,Fabaceae,I,,,,
230500,1026060,sp,Lathyrus sativus L.,Fabaceae,N,,,,
230600,1026070,sp,Lathyrus setifolius L.,Fabaceae,,x,,,
230700,1026080,sp,Lathyrus sphaericus Retz.,Fabaceae,I,,,,
230800,1026090,sp,Lathyrus sylvestris L.,Fabaceae,I,,,,
230900,1026100,sp,Lathyrus tuberosus L.,Fabaceae,A,,,,
231100,1026110,sp,Lathyrus venetus (Mill.) Wohlf.,Fabaceae,I,,,,
231195,1026120,sp,Lathyrus vernus (L.) Bernh.,Fabaceae,I,,,,
231200,1026130,subsp,Lathyrus vernus (L.) Bernh. subsp. vernus,Fabaceae,I,,Lathyrus vernus (L.) Bernh.,231195,1026120
231400,1026140,subsp,Lathyrus vernus subsp. gracilis (Gaudin) Arcang.,Fabaceae,I,,Lathyrus vernus (L.) Bernh.,231195,1026120
231500,1026150,sp,Laurus nobilis L.,Lauraceae,A,,,,
231600,1026160,sp,Lavandula angustifolia Mill.,Lamiaceae,N,,,,
231800,1026200,sp,Leersia oryzoides (L.) Sw.,Poaceae,I,,,,
231900,1026210,sp,Legousia hybrida (L.) Delarbre,Campanulaceae,A,,,,
232000,1026220,sp,Legousia speculum-veneris (L.) Chaix,Campanulaceae,A,,,,
232200,1026230,sp,Lemna gibba L.,Araceae,I,,,,
232350,1026235,aggr,Lemna minor aggr.,Araceae,I/N,,,,
232300,1026240,sp,Lemna minor L.,Araceae,I,,Lemna minor aggr.,232350,1026235
232410,1026250,sp,Lemna minuta Humb. & al.,Araceae,N,,Lemna minor aggr.,232350,1026235
232500,1026260,sp,Lemna trisulca L.,Araceae,I,,,,
232550,1026270,sp,Lemna turionifera Landolt,Araceae,I,,,,
